recommendationid,language,sentiment,review,review_clean,playtime_at_review_hours,timestamp_created
222128601,english,negatif,"This game started great, and peaked during early release. It was a good time and easy to laugh at the hackers that plagued this game before. Nowadays its just hot trash. Today, I have been killed 5 different times by people shooting through walls of buildings, trees, and even entire hillsides to land their shots. The second this game went free to play, it started dying in my mind. Every lobby is filled with fresh accounts made to replace the ones that were just banned. ♥♥♥♥ microtransactions.",game start great peaked earli releas good time easi laugh hacker plagu game nowaday hot trash today kill different times people shoot wall buildings tree even entir hillsid land shot second game went free play start die mind everi lobbi fill fresh account made replac one ban microtransact,9536.3,2026-03-30 20:18:32
222128377,english,negatif,Unplayable,unplay,406.0,2026-03-30 20:14:45
222126983,english,positif,very good game,good game,5.6,2026-03-30 19:53:42
222125077,english,positif,Gut,gut,4.3,2026-03-30 19:25:55
222124688,english,positif,got shot in the face with an mp5k then took copious amounts of pain killers and got a grenade thrown at me,got shot face mp took copiou amount pain killer got grenad thrown,16.2,2026-03-30 19:19:39
222122994,english,positif,atla ve öl,atla,34.1,2026-03-30 18:54:28
222121227,english,positif,its ok better then warzone but not great good to pass time,ok better warzon great good pass time,12.9,2026-03-30 18:29:00
222120472,english,negatif,Rolling dice every game. Opponents are unbalanced,roll dice everi game oppon unbalanc,29.6,2026-03-30 18:17:25
222119264,english,negatif,"I received a 24-hour ban for no reason while just playing casually with friends. This game is absolutely trash. There are plenty of hackers out there, yet they chose to penalize me—even though I’ve been playing for years with no third-party software, just dealing with 200ms ping while playing with friends in another country. TRASH GAME!",receiv hour ban reason play casual friend game absolut trash plenti hacker yet chose penalize even though play year third parti softwar deal ms latensi jaring play friend anoth countri trash game,2481.2,2026-03-30 17:59:18
222118241,english,negatif,Bad game,bad game,52.9,2026-03-30 17:43:48
222115559,english,positif,Play this if you want to hate yourself. Recommended 👍🏻,play want hate recommended,26.9,2026-03-30 17:05:01
222115374,english,negatif,Very boring game because of half of game just bots and the other half just cheaters. After reporting so many cheaters with 100% pure evidence and they issue only temp ban (24hr ban). Seriously why? Is it because of lower player count? if you don't perma ban cheaters then why would legit player's keep playing this game?,bore game half game bot half cheaters report mani cheaters pure evid issu temp ban hr ban seriously lower player count perma ban cheaters would legit player keep play game,317.5,2026-03-30 17:02:27
222111797,english,negatif,constant fps drops,constant frame second drop,74.9,2026-03-30 16:10:16
222110023,english,negatif,wtf to do ??,wtf,0.5,2026-03-30 15:44:34
222108956,english,positif,"Still the best BR game in existence...

Gunplay... unmatched....
Gets the blood pumping in intense fights..... just the best.... bar none....",still best battl royal game exist gunplay unmatch get blood pump intens fight best bar none,97.3,2026-03-30 15:29:11
222106257,english,positif,"Wgame, some minor lag when ofer 100 ping but thats fine",wgame minor latensi tinggi ofer latensi jaring that fine,25.9,2026-03-30 14:52:01
222104672,english,positif,Nice,nice,252.1,2026-03-30 14:28:15
222104359,english,positif,qweq,qweq,566.5,2026-03-30 14:23:31
222102601,english,positif,Good Game,good game,24.3,2026-03-30 13:57:05
222102162,english,positif,nice,nice,148.8,2026-03-30 13:50:47
222102019,english,positif,Best battle royale in the market without any bs.,best battl royal market without bs,20.3,2026-03-30 13:48:53
222099800,english,positif,good,good,12.8,2026-03-30 13:13:12
222098314,english,negatif,i get banned for 3 days for unusual gameplay patterns eventhough im ♥♥♥♥♥♥♥ suck ass,get ban day unusu gameplay patterns eventhough im suck ass,120.1,2026-03-30 12:48:14
222097685,english,positif,"should give it a try
- disciple of himass, 2026",give tri disciple himass,44.6,2026-03-30 12:36:36
222095890,english,positif,haize  get rekt!,haiz get rekt,22.4,2026-03-30 12:04:32
222094040,english,positif,Numbah one!,numbah one,599.6,2026-03-30 11:29:50
222093887,english,positif,nice shooting and movement,nice shoot movement,8.7,2026-03-30 11:26:29
222093771,english,positif,Very Nice Game For me,nice game,350.4,2026-03-30 11:24:22
222092342,english,positif,lmao,lmao,106.8,2026-03-30 10:55:20
222092308,english,negatif,"I hated the new Secondary password, it made me lose my account since I don't remember the registed phone number to change the Secondary Password. As I have been gifted this game for like 8 years ago, I do not remember which phone I have registed, I asked them are there anything I can do to get back my account, they just said that if I don't remember the registered phone number which is never require for sign in or anything else, I do not know its existence till they ask me about it :)). All games and application I know they all have the function that help people to change their phone number in case of phone lost but this game they do not allow that :)) WTF do you mean, is that if you loss your phone then your registered phone number can never be changed and then your account will be lost. Very frustrated",hate new secondary password made lose account sinc remember regist phone number chang secondary password gift game like year ago remember phone regist asked anyth get back account said remember registered phone number never requir sign anyth els know exist till ask games applic know function help people chang phone number case phone lost game allow wtf mean loss phone registered phone number never chang account lost frustrat,1311.5,2026-03-30 10:54:45
222090232,english,positif,nice,nice,5.8,2026-03-30 10:08:41
222089889,english,negatif,this game is disgrace to the gaming community and should be delisted,game disgrace game commun delist,3.0,2026-03-30 10:00:49
222088387,english,positif,"GREAT GAME if u love slow paced, realistic fights along  with awesome gun sounds , then go for it [gun recoils are too real ]",great game love slow pace realist fight along awesom gun sound go gun recoil real,34.4,2026-03-30 09:24:47
222087788,english,negatif,lots of cheaters,lot cheaters,11.2,2026-03-30 09:09:30
222084531,english,positif,aww ye mate i go down to the pub every day mayt and hav a pint of guiness cuz thats what pub g means heahe,aww ye mate go pub everi day mayt hav pint guiness cuz that pub means heah,13.3,2026-03-30 07:47:41
222083477,english,positif,"PUBG: BATTLEGROUNDS is still one of the most intense and rewarding battle royale experiences out there.
The pacing is what sets it apart — slow, tactical early game, tense mid‑game rotations, and chaotic final circles where every sound matters. No other BR captures that mix of strategy, positioning, and raw adrenaline quite like PUBG.
Gunplay is the star. Weapons feel weighty, recoil patterns matter, and winning a fight feels earned rather than random. The maps are varied and well‑designed, from Erangel’s classic terrain to Miramar’s long‑range duels and Sanhok’s fast‑paced jungle fights.
It’s not without flaws — occasional bugs, desync moments, and a learning curve that can be brutal — but when everything clicks, PUBG delivers unmatched tension and satisfaction.
If you enjoy tactical shooters where every decision counts, PUBG remains one of the best in the genre.",playerunknown battleground battleground still one intens rewarding battl royal experiences pace sets apart slow tactic earli game tens mid game rotat chaotic final circl everi sound matters battl royal captur mix strategi posit raw adrenalin quit like playerunknown battleground gunplay star weapon feel weighti recoil patterns matter win fight feel earn rather random map vari well design erangel classic terrain miramar long rang duel sanhok fast pace jungl fight without flaw occasion bug desync moments learn curv brutal everyth click playerunknown battleground deliv unmatch tension satisfact enjoy tactic shooters everi decis count playerunknown battleground remain one best genr,164.0,2026-03-30 07:20:11
222078735,english,positif,not bad,bad,200.7,2026-03-30 05:08:57
222075659,english,positif,this one at its peak and was once the best game i ever played as time goes on it becomes old news but damn what a game in its prime,one peak best game ever play time goe becomes old news damn game prime,1360.8,2026-03-30 03:49:53
222071164,english,positif,I like yes,like ye,11.9,2026-03-30 02:10:06
222070813,english,negatif,"Can't even play the game. At all. Wanted to come back for nostalgia and got hit with ""matchmaking failed, try again later"" and ""API error"" and ""an error occurred"" and nothing I did fixed it. VPN, manual DNS change, wifi, ethernet, wireless hotspot, USB tethering, nothing works. I ran every diagnostic on both my hotspot and my home wifi and it. Is. Spotless. 80 ping, 0.2% packet loss, no bufferbloat, 5ms jitter.

This game is literally unplayable to me. I'm just glad it was free. Wasted my evening, though, and that's a true shame.",even play game want come back nostalgia got hit cari lawan fail tri later api error error occur noth fix vpn manual dn chang wifi ethernet wireless hotspot usb tether noth work ran everi diagnostic hotspot home wifi spotless latensi jaring packet loss bufferbloat ms jitter game literally unplay glad free wast even though true shame,1.2,2026-03-30 02:03:07
222069470,english,negatif,it is boring,bore,73.8,2026-03-30 01:36:19
222068581,english,positif,i'm on the fence tbh.,fenc tbh,136.7,2026-03-30 01:18:41
222068017,english,positif,"This game is badass, I approve. Teammates are awesome, you'll more than likely have a good time if you run random squads.",game badass approv teammat awesom likely good time run random squad,7.9,2026-03-30 01:06:56
222067825,english,positif,JUST NEED BALLS TO PLAY,need ball play,605.5,2026-03-30 01:03:12
222064229,english,positif,ez,ez,33.4,2026-03-29 23:51:56
222062999,english,positif,"Nice battle royale, realism is the best for such games. I am just a bush btw",nice battl royal realism best games bush btw,2.0,2026-03-29 23:28:22
222062356,english,positif,Fun with friends :),fun friend,313.5,2026-03-29 23:15:58
222054507,english,positif,"game is good, one of my favourites in genre. it is slower if u compare to other games in the same category but still a great game. solo experience could be a little frustrating down to how u play the game but if u try duo or squads w friends, the experience might be better and more fun but STILL  a great game. have fun",game good one favourit genr slower compar games categori still great game main experience could littl frustrat play game tri main squad friend experience might better fun still great game fun,4.6,2026-03-29 21:12:00
222052063,english,negatif,"i love everything in this game except poor server routing for pakistan,i have to play on 140 ms all the time and the game is poorly optimized as compared to new AAA battleroyale games,this game is mostly cpu dependent which sucks.",love everyth game except poor server rout pakistan play ms time game poorli optim compar new aaa battleroyal games game mostli cpu dependent suck,73.0,2026-03-29 20:38:31
222051822,english,negatif,cant build,cant build,17.7,2026-03-29 20:35:27
